Hour,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
2452,1123.724,26.5,23,22.04898443747539,120.6740080305889,107,1173.724,76.5,96,72.0489844374754
2453,1062.842,26.8,28,21.76086702757836,127.3810820814457,150,1112.842,76.8,100,71.76086702757836
2454,1068.261,28.7,26,19.16781033850502,133.9276939966098,144,1118.261,78.7,104,69.16781033850502
2455,1046.633,29.2,23,43.11571259122863,133.9110542762013,85,1096.633,79.2,96,93.11571259122863
2456,1052.156,25.5,17,16.14257753458613,134.2295013940973,65,1102.156,75.5,72,66.14257753458614
2457,963.7639999999999,23.5,12,15.56634271479206,132.765441342225,49,1013.764,73.5,62,65.56634271479206
2458,912.551,21.8,13,14.70199048510095,132.3503679619551,33,962.551,71.8,52,64.70199048510095
2459,910.143,22.6,10,52.28051897109432,132.8470667150081,30,960.143,72.6,45,102.2805189710943
2460,896.3789999999999,22.5,5,12.8292273207702,132.1659228390086,27,946.3789999999999,72.5,31,62.8292273207702
2461,910.0000000000001,21.5,7,12.25299250097613,130.6439182478383,25,960.0000000000001,71.5,27,62.25299250097613
2462,939.969,20.7,8,13.26140343561576,131.8779129110033,23,989.969,70.7,25,63.26140343561576
2463,969.296,21.5,8,14.12575566530687,128.0463088206799,39,1019.296,71.5,36,64.12575566530687
2464,1047.534,21.9,8,13.98169696035835,128.6570681448152,52,1097.534,71.9,37,63.98169696035835
2465,1098.764,20.8,9,15.56634271479206,127.142168697708,65,1148.764,70.8,43,65.56634271479206
2466,1118.079,21.2,10,81.12641719206756,126.9016353300091,86,1168.079,71.2,59,131.1264171920675
2467,1082.524,21.3,7,20.60839738799021,126.4874600749362,78,1132.524,71.3,50,70.60839738799021
2468,1099.156,21.7,9,22.19304314242391,125.9220985994929,81,1149.156,71.7,53,72.1930431424239
2469,1137.539,21.5,10,22.9133366671665,124.2979345022002,74,1187.539,71.5,61,72.9133366671665
2470,1168.655,20.5,13,23.20145407706354,121.7643946010552,72,1218.655,70.5,67,73.20145407706354
2471,1163.262,20.4,18,23.34551278201205,119.5436046305693,78,1213.262,70.4,69,73.34551278201205
2472,1194.268,21.0,16,24.35392371665169,116.7051778039206,71,1244.268,71.0,71,74.35392371665169
2473,1175.57,21.2,14,24.64204112654873,114.6644963672034,71,1225.57,71.2,73,74.64204112654872
2474,1184.73,21.2,15,25.79451076613688,114.785496568289,72,1234.73,71.2,76,75.79451076613688
2475,1268.459,20.8,16,26.51480429087947,116.2358613586312,74,1318.459,70.8,79,76.51480429087947
2476,1207.625,20.8,19,26.65886299582798,120.6008541989605,74,1257.625,70.8,82,76.65886299582799
2477,1111.74,20.4,20,25.50639335623984,129.5178925134786,75,1161.74,70.4,80,75.50639335623984
2478,1089.201,21.3,18,21.90492573252687,137.3204422692921,77,1139.201,71.3,88,71.90492573252688
2479,1059.562,22.8,21,44.12412352586826,138.6480648532733,88,1109.562,72.8,82,94.12412352586826
2480,1068.947156,22.7,12,16.28663623953465,138.3581254179339,80,1118.947156,72.7,73,66.28663623953466
2481,1009.768,20.3,12,14.12575566530687,137.0841475112803,102,1059.768,70.3,48,64.12575566530687
2482,984.4319999999999,18.6,11,12.54110991087317,141.2946456622423,73,1034.432,68.6,48,62.54110991087317
2483,949.0540000000001,17.4,11,49.68746228202099,140.150840818352,62,999.0540000000001,67.4,43,99.68746228202099
2484,891.2950000000001,15.5,10,10.95646415643946,138.554686653305,39,941.2950000000001,65.5,27,60.95646415643947
2485,859.6769999999999,17.0,8,11.38864027128502,134.8078349433615,23,909.6769999999999,67.0,19,61.38864027128502
2486,928.8349999999999,20.8,7,11.10052286138798,135.6822021073189,21,978.8349999999999,70.8,22,61.10052286138798
2487,922.8729999999999,22.2,9,11.10052286138798,131.0879458361865,53,972.8729999999999,72.2,24,61.10052286138798
2488,938.455,21.6,11,11.38864027128502,128.7632449308748,59,988.455,71.6,26,61.38864027128502
2489,910.2049999999999,22.2,10,11.82081638613057,127.3813583811936,77,960.2049999999999,72.2,30,61.82081638613057
2490,990.3249999999999,22.0,9,78.10118438814868,126.8299453917103,86,1040.325,72.0,33,128.1011843881487
2491,971.497,21.4,10,19.31186904345354,126.1783493997668,67,1021.497,71.4,40,69.31186904345354
2492,961.6500000000001,21.8,7,21.90492573252687,126.05299122557,67,1011.65,71.8,47,71.90492573252688
2493,973.715,21.7,6,23.92174760180614,123.6539517945644,61,1023.715,71.7,48,73.92174760180613
2494,985.065,21.2,5,24.78609983149724,122.1881511871751,61,1035.065,71.2,49,74.78609983149724
2495,1022.686,21.0,5,25.79451076613688,122.2906208207364,58,1072.686,71.0,52,75.79451076613688
2496,968.279,20.8,4,26.51480429087947,121.7054316066305,55,1018.279,70.8,55,76.51480429087947
2497,966.952,20.4,4,27.09103911067354,122.3256220910273,53,1016.952,70.4,57,77.09103911067353
2498,1072.771,20.4,4,27.37915652057058,118.6205568821311,53,1122.771,70.4,58,77.37915652057058
2499,1154.758,20.6,4,27.66727393046762,115.8206466269381,61,1204.758,70.6,64,77.66727393046762
2500,1024.511,20.6,4,27.37915652057058,117.0935087030402,60,1074.511,70.6,68,77.37915652057058
2501,1039.459,20.9,13,24.35392371665169,126.7964089812546,60,1089.459,70.9,71,74.35392371665169
2502,1079.227,21.7,11,20.03216256819613,134.2881367431716,64,1129.227,71.7,72,70.03216256819613
2503,1097.01,22.4,12,41.53106683679493,135.5706302877915,83,1147.01,72.4,74,91.53106683679493
2504,1016.744,23.8,10,13.11734473066724,135.6366348785453,100,1066.744,73.8,71,63.11734473066724
2505,930.718,23.6,11,10.95646415643946,133.2567878296767,100,980.718,73.6,77,60.95646415643947
2506,840.9810000000001,25.1,11,9.948053221799833,132.7374838429006,72,890.9810000000001,75.1,55,59.94805322179983
2507,863.9350000000001,25.0,11,46.95034688799913,131.2800044850671,36,913.9350000000001,75.0,47,96.95034688799913
2508,778.4259999999999,22.5,11,8.36340746736613,131.3153738731244,52,828.4259999999999,72.5,42,58.36340746736613
2509,755.313,21.5,10,8.21934876241761,128.7638512922366,51,805.313,71.5,33,58.21934876241761
2510,795.325,20.9,11,8.36340746736613,127.8990005826474,68,845.325,70.9,34,58.36340746736613
2511,815.738,19.5,11,8.939642287160202,125.1094525949117,51,865.738,69.5,37,58.9396422871602
2512,855.559,18.4,11,10.23617063169687,122.0070663620805,64,905.559,68.4,50,60.23617063169687
2513,872.817,18.0,11,11.82081638613057,121.1521553154369,76,922.817,68.0,57,61.82081638613057
2514,945.404,18.5,12,77.81306697825164,120.1895686743946,109,995.404,68.5,58,127.8130669782516
2515,1002.137,19.8,14,17.72722328901984,121.4226652123626,87,1052.137,69.8,50,67.72722328901983
2516,1071.811,21.5,11,20.32027997809317,120.5677953630142,75,1121.811,71.5,57,70.32027997809317
2517,1113.411,22.1,12,22.19304314242391,117.8171757988726,71,1163.411,72.1,54,72.1930431424239
2518,1119.217,23.4,13,23.63363019190909,115.9693734533569,60,1169.217,73.4,59,73.63363019190909
2519,1145.604,24.4,13,24.78609983149724,114.2684231552974,51,1195.604,74.4,53,74.78609983149724
2520,1216.474,24.7,11,25.2182759463428,111.7187774071963,47,1266.474,74.7,56,75.2182759463428
2521,1208.97,24.8,5,25.36233465129132,112.6313409876763,46,1258.97,74.8,55,75.36233465129132
2522,1151.244,24.9,6,25.36233465129132,111.288258786451,47,1201.244,74.9,55,75.36233465129132
2523,1194.937,24.9,4,25.50639335623984,112.1397955209135,47,1244.937,74.9,56,75.50639335623984
2524,1201.851,24.4,5,25.07421724139428,114.3860204114778,62,1251.851,74.4,60,75.07421724139428
2525,1129.523,23.8,10,22.62521925726946,113.7714679158584,131,1179.523,73.8,79,72.62521925726946
2526,1019.18,23.8,13,18.44751681376243,129.0751262147534,113,1069.18,73.8,83,68.44751681376243
2527,928.0930000000001,21.9,14,40.23453849225826,132.2814599888047,55,978.0930000000001,71.9,64,90.23453849225825
2528,884.784,18.9,14,11.10052286138798,131.4908309785621,49,934.784,68.9,53,61.10052286138798
2529,831.7949999999998,17.9,13,7.643113942623536,132.4411249991208,46,881.7949999999998,67.9,52,57.64311394262354
2530,745.1929999999999,18.5,11,6.058468188189831,133.1289534684958,45,795.1929999999999,68.5,48,56.05846818818983
2531,700.5699999999998,19.2,12,43.06076185438913,131.602611200829,28,750.5699999999998,69.2,44,93.06076185438914
2532,674.5210000000001,18.6,10,4.854698191780822,127.1444491673367,28,724.5210000000001,68.6,37,54.85469819178082
2533,671.53,17.3,10,4.854698191780822,124.434318812291,23,721.53,67.3,34,54.85469819178082
2534,659.356,16.5,8,5.050057253550202,122.2981201782132,22,709.356,66.5,30,55.0500572535502
2535,637.354,15.7,8,6.058468188189831,117.3057961903485,21,687.354,65.7,28,56.05846818818983
2536,660.788,14.8,10,7.354996532726499,115.9646687464125,57,710.788,64.8,25,57.3549965327265
2537,748.7720000000002,15.2,11,8.939642287160202,114.5305495838783,60,798.7720000000002,65.2,29,58.9396422871602
2538,863.5310000000001,14.6,11,74.49971676443572,112.771187682758,62,913.5310000000001,64.6,37,124.4997167644357
2539,887.486,16.3,9,14.12575566530687,112.9333286384317,77,937.486,66.3,50,64.12575566530687
2540,939.6409999999998,18.6,11,16.7188123543802,112.7138267919435,99,989.6409999999998,68.6,57,66.7188123543802
2541,951.3929999999999,19.5,13,18.73563422365946,110.8004697639648,81,1001.393,69.5,55,68.73563422365946
2542,993.1660000000002,18.5,13,19.74404515829909,109.4892762022022,76,1043.166,68.5,60,69.74404515829909
2543,1063.687,17.6,9,20.75245609293872,107.0295078504866,68,1113.687,67.6,61,70.75245609293873
2544,1063.647,17.4,5,21.61680832262984,106.3993764950123,68,1113.647,67.4,59,71.61680832262984
2545,1053.823,16.7,5,22.19304314242391,106.5862500837358,68,1103.823,66.7,64,72.1930431424239
2546,1050.355,16.6,4,22.48116055232095,107.0166312190797,72,1100.355,66.6,68,72.48116055232094
2547,1055.102,16.9,4,22.48116055232095,108.0060084249189,74,1105.102,66.9,69,72.48116055232094
2548,1015.204,17.4,6,22.62521925726946,108.600848679278,87,1065.204,67.4,77,72.62521925726946
2549,961.7750000000002,17.9,12,20.89651479788724,112.9463463796355,155,1011.775,67.9,88,70.89651479788725
2550,899.348,18.3,13,17.72722328901984,113.8160523293941,134,949.348,68.3,91,67.72722328901983
2551,754.3789999999999,17.9,14,39.22612755761863,114.0407602575331,66,804.3789999999999,67.9,66,89.22612755761863
2552,738.342,15.3,13,10.09211192674835,114.6635273246683,53,788.342,65.3,50,60.09211192674835
2553,792.0260000000001,14.7,11,6.490644303035387,114.4485928205362,47,842.0260000000001,64.7,48,56.49064430303539
2554,771.132,14.9,10,4.854698191780822,113.5574145022647,43,821.132,64.9,48,54.85469819178082
2555,662.62,15.3,10,42.72134408767123,112.0542682447823,38,712.62,65.3,37,92.72134408767124
2556,610.196,15.9,6,4.854698191780822,104.108175997828,26,660.196,65.9,30,54.85469819178082
2557,634.319,15.5,6,4.854698191780822,109.6559405242336,33,684.319,65.5,24,54.85469819178082
2558,577.919,14.3,6,4.854698191780822,107.184580630931,21,627.919,64.3,21,54.85469819178082
2559,498.629,14.1,7,4.854698191780822,106.8114829451518,25,548.629,64.1,24,54.85469819178082
2560,584.695,13.5,5,4.854698191780822,107.9098234930998,39,634.695,63.5,25,54.85469819178082
2561,700.971,13.2,9,5.48223336839576,106.5575451132526,78,750.971,63.2,28,55.48223336839576
2562,744.4310000000002,13.4,10,72.0507187803109,106.345608104986,79,794.4310000000002,63.4,40,122.0507187803109
2563,771.7449999999999,15.1,12,12.39705120592465,106.2997433133445,85,821.7449999999999,65.1,51,62.39705120592465
2564,821.6410000000001,17.6,10,14.99010789499798,106.5969518362353,79,871.6410000000001,67.6,36,64.99010789499798
2565,845.203,18.5,10,17.4391058791228,106.0010787499809,62,895.203,68.5,36,67.43910587912279
2566,853.6919999999998,18.9,12,18.87969292860798,105.0218748597819,51,903.6919999999998,68.9,41,68.87969292860798
2567,877.1930000000001,19.5,10,20.03216256819613,104.2890806904679,48,927.1930000000001,69.5,39,70.03216256819613
2568,875.8749999999999,20.3,5,21.3286909127328,104.0149327461843,47,925.8749999999999,70.3,39,71.3286909127328
2569,963.5040000000002,20.4,4,22.33710184737243,104.2294323228601,48,1013.504,70.4,43,72.33710184737242
2570,986.9659999999999,20.7,4,22.48116055232095,104.0911802409713,52,1036.966,70.7,46,72.48116055232094
2571,980.6990000000001,21.3,4,22.9133366671665,104.7627526926048,54,1030.699,71.3,49,72.9133366671665
2572,930.2720000000002,21.9,4,22.9133366671665,104.4480438970081,73,980.2720000000002,71.9,62,72.9133366671665
2573,841.7049999999999,21.8,10,20.60839738799021,101.6812050423322,128,891.7049999999999,71.8,70,70.60839738799021
2574,757.4099999999999,22.1,11,17.00692976427724,101.9134277920353,112,807.4099999999999,72.1,67,67.00692976427725
2575,729.3810000000001,20.5,10,37.64148180318492,101.9286449372225,66,779.3810000000001,70.5,55,87.64148180318492
2576,636.26183261,17.3,12,7.787172647572055,101.6701368634508,55,686.26183261,67.3,50,57.78717264757206
2577,615.8100000000001,15.4,11,4.854698191780822,100.9946678242493,51,665.8100000000001,65.4,44,54.85469819178082
2578,628.969,16.1,12,4.854698191780822,100.2597090451484,40,678.969,66.1,45,54.85469819178082
2579,599.5139999999999,15.0,10,42.72134408767123,98.93578708975356,35,649.5139999999999,65.0,39,92.72134408767124
2580,569.702,13.7,12,4.854698191780822,99.40139940287418,36,619.702,63.7,37,54.85469819178082
2581,549.1139999999999,13.0,10,4.854698191780822,99.18806047844048,20,599.1139999999999,63.0,32,54.85469819178082
2582,564.873,12.6,11,4.854698191780822,100.2997058197134,33,614.873,62.6,38,54.85469819178082
2583,578.291,12.3,10,4.854698191780822,101.7282284323917,23,628.291,62.3,34,54.85469819178082
2584,622.9549999999999,11.8,12,4.854698191780822,104.1013429250515,43,672.9549999999999,61.8,26,54.85469819178082
2585,691.5659999999998,11.5,9,4.854698191780822,105.0477701988981,43,741.5659999999998,61.5,25,54.85469819178082
2586,771.3779999999999,12.0,9,69.31360338628905,106.022281463471,61,821.3779999999999,62.0,35,119.313603386289
2587,860.28,14.1,11,11.38864027128502,106.9072323454487,82,910.28,64.1,31,61.38864027128502
2588,873.2249999999999,16.7,11,14.55793178015243,108.1989311296792,80,923.2249999999999,66.7,29,64.55793178015243
2589,834.2880000000002,19.1,11,17.00692976427724,106.8020668865381,61,884.2880000000002,69.1,34,67.00692976427725
2590,829.6589999999999,18.8,11,19.16781033850502,106.2829015932953,54,879.6589999999999,68.8,37,69.16781033850502
2591,891.295,19.5,5,20.60839738799021,104.3498834280323,49,941.295,69.5,37,70.60839738799021
2592,894.9940000000001,20.2,4,22.33710184737243,104.4399068875552,47,944.9940000000001,70.2,36,72.33710184737242
2593,886.732,19.7,7,23.05739537211502,104.1309254824908,51,936.732,69.7,39,73.05739537211502
2594,948.2389999999999,19.5,4,23.63363019190909,104.4888897466181,55,998.2389999999999,69.5,41,73.63363019190909
2595,972.166,20.3,4,23.92174760180614,106.623207440261,53,1022.166,70.3,43,73.92174760180613
2596,951.728,21.9,4,23.63363019190909,109.9257577991852,72,1001.728,71.9,53,73.63363019190909
2597,863.73,23.4,12,20.60839738799021,119.3788646209053,124,913.73,73.4,71,70.60839738799021
2598,793.625,23.9,12,16.28663623953465,124.1769084470936,116,843.625,73.9,82,66.28663623953466
2599,746.43,21.0,11,36.77712957349382,125.6841902606185,71,796.43,71.0,57,86.77712957349382
2600,634.7400000000001,18.1,10,7.066879122829462,126.5209432067786,41,684.7400000000001,68.1,37,57.06687912282946
2601,563.714,17.2,11,4.854698191780822,125.4925416516786,30,613.714,67.2,32,54.85469819178082
2602,540.4639999999999,16.7,12,4.854698191780822,123.8947409237702,17,590.4639999999999,66.7,22,54.85469819178082
2603,535.046,16.0,9,42.72134408767123,122.984613661924,15,585.046,66.0,22,92.72134408767124
2604,517.5569999999999,15.5,10,4.854698191780822,120.0864693625272,12,567.5569999999999,65.5,22,54.85469819178082
2605,509.1660000000001,15.4,6,4.854698191780822,123.4946296520597,10,559.166,65.4,21,54.85469819178082
2606,510.902,14.4,10,4.854698191780822,122.0868536831083,19,560.902,64.4,24,54.85469819178082
2607,530.507,14.7,8,4.854698191780822,117.4693627415731,14,580.507,64.7,25,54.85469819178082
2608,594.356,14.7,6,4.854698191780822,115.1152276374099,36,644.356,64.7,28,54.85469819178082
2609,703.696,14.7,7,4.854698191780822,115.6651188640492,45,753.696,64.7,14,54.85469819178082
2610,775.887,14.7,10,69.60172079618609,115.7360694256724,60,825.887,64.7,31,119.6017207961861
2611,853.2180000000001,16.5,8,10.09211192674835,115.0656546059515,77,903.2180000000001,66.5,26,60.09211192674835
2612,820.7810000000002,19.0,8,13.98169696035835,115.464500601204,103,870.7810000000002,69.0,16,63.98169696035835
2613,778.468,20.2,7,17.29504717417428,113.40964415381,76,828.468,70.2,38,67.29504717417427
2614,817.5439999999999,20.3,8,19.74404515829909,112.9077330368208,60,867.5439999999999,70.3,30,69.74404515829909
2615,830.8190000000001,19.9,8,21.18463220778428,109.9045660796947,50,880.8190000000001,69.9,33,71.18463220778428
2616,859.5,19.7,4,22.9133366671665,108.6738717910432,55,909.5,69.7,30,72.9133366671665
2617,863.489,20.6,4,23.05739537211502,108.7189875409545,54,913.489,70.6,31,73.05739537211502
2618,890.1190000000001,21.0,4,24.20986501170317,108.5143865507424,52,940.1190000000001,71.0,34,74.20986501170317
2619,951.276,21.4,4,24.78609983149724,109.2350112082054,49,1001.276,71.4,32,74.78609983149724
2620,865.229,21.4,7,24.49798242160021,111.8136872766896,70,915.229,71.4,40,74.49798242160021
2621,823.368,22.4,10,21.3286909127328,120.8650349348929,114,873.368,72.4,56,71.3286909127328
2622,759.784,21.4,10,14.84604919004947,127.8210313791997,92,809.784,71.4,64,64.84604919004947
2623,686.4530000000001,20.2,10,34.328131589369,128.4210780776492,50,736.4530000000001,70.2,45,84.32813158936901
2624,639.892,18.0,12,5.338174663447239,128.2550512867807,31,689.892,68.0,30,55.33817466344724
2625,583.776,17.7,10,4.854698191780822,126.808373956388,18,633.776,67.7,29,54.85469819178082
2626,565.816,16.2,11,4.854698191780822,125.481245981575,14,615.816,66.2,23,54.85469819178082
2627,534.621,14.9,11,42.72134408767123,124.7788828406794,11,584.621,64.9,18,92.72134408767124
2628,511.8130000000001,13.9,7,4.854698191780822,125.5507014800675,15,561.8130000000001,63.9,17,54.85469819178082
2629,520.2090000000001,14.0,4,4.854698191780822,124.7949076219901,17,570.2090000000001,64.0,14,54.85469819178082
2630,517.465,14.9,4,4.854698191780822,122.8614013714708,9,567.465,64.9,15,54.85469819178082
2631,489.823,15.4,10,4.854698191780822,117.396590921227,13,539.823,65.4,18,54.85469819178082
2632,533.87,15.2,9,4.854698191780822,114.4891993392322,50,583.87,65.2,21,54.85469819178082
2633,605.442,15.0,10,4.854698191780822,112.9942108710701,45,655.442,65.0,16,54.85469819178082
2634,752.1469999999999,16.2,10,67.96577468493152,113.0093155391846,46,802.1469999999999,66.2,25,117.9657746849315
2635,781.877,17.8,7,8.36340746736613,113.8678839632952,51,831.877,67.8,20,58.36340746736613
2636,735.9580000000001,19.8,7,10.81240545149094,112.8155392892915,41,785.9580000000001,69.8,17,60.81240545149095
2637,820.536,21.0,7,12.68516861582168,112.1186527307618,32,870.536,71.0,20,62.68516861582168
2638,862.7509999999997,19.9,5,14.55793178015243,111.6647101253571,17,912.7509999999997,69.9,18,64.55793178015243
2639,864.6380000000001,19.4,5,16.14257753458613,108.9089186696952,9,914.6380000000001,69.4,15,66.14257753458614
2640,874.8970000000002,19.4,3,17.00692976427724,108.0936365214767,8,924.8970000000002,69.4,12,67.00692976427725
2641,892.51,19.8,3,17.4391058791228,108.0225147675742,38,942.51,69.8,12,67.43910587912279
2642,929.7919999999999,20.6,3,18.30345810881391,107.2645994300161,34,979.7919999999999,70.6,12,68.30345810881391
2643,924.404,20.2,4,19.59998645335058,108.4754429046873,52,974.404,70.2,16,69.59998645335058
2644,807.135,20.4,4,20.46433868304169,111.0117261107624,53,857.135,70.4,31,70.46433868304169
2645,731.871,21.3,8,17.00692976427724,120.4568012721245,58,781.871,71.3,31,67.00692976427725
2646,721.735,20.7,7,11.82081638613057,124.4487632363643,53,771.735,70.7,48,61.82081638613057
2647,665.0340000000001,18.5,10,33.75189676957493,126.3376665889311,84,715.0340000000001,68.5,44,83.75189676957493
2648,584.242,16.9,11,5.19411595849872,125.526028770356,65,634.242,66.9,30,55.19411595849872
2649,538.792,16.1,10,4.854698191780822,126.2503957369533,84,588.792,66.1,28,54.85469819178082
2650,522.104,15.2,10,4.854698191780822,123.9730461086778,61,572.104,65.2,29,54.85469819178082
2651,500.627,15.0,11,42.72134408767123,126.044931053301,62,550.627,65.0,34,92.72134408767124
2652,489.978,13.6,10,4.854698191780822,127.643066916977,46,539.978,63.6,31,54.85469819178082
2653,497.527,12.8,10,4.854698191780822,128.2300950285303,26,547.527,62.8,26,54.85469819178082
2654,526.299,12.5,11,4.905998548601684,124.4724480566843,32,576.299,62.5,28,54.90599854860169
2655,671.0419999999999,12.1,10,6.202526893138352,119.7700215819848,29,721.0419999999999,62.1,24,56.20252689313836
2656,794.035,12.3,10,6.490644303035387,118.85727521116,38,844.035,62.3,20,56.49064430303539
2657,846.169,12.5,11,8.939642287160202,116.3227689253699,44,896.169,62.5,20,58.9396422871602
2658,808.437,13.7,10,73.49130582979608,116.6685383068779,49,858.437,63.7,22,123.4913058297961
2659,820.135,17.0,8,11.82081638613057,116.9643502293816,72,870.135,67.0,24,61.82081638613057
2660,837.9470000000001,20.4,9,13.11734473066724,116.2432866576273,54,887.9470000000001,70.4,15,63.11734473066724
2661,847.0640000000001,19.7,6,15.1341665999465,115.3810018992166,60,897.0640000000001,69.7,14,65.1341665999465
2662,869.5709999999999,17.7,6,17.58316458407132,113.8709122665222,57,919.5709999999999,67.7,27,67.58316458407131
2663,882.602,16.6,5,18.73563422365946,110.1506512963721,50,932.602,66.6,27,68.73563422365946
2664,886.4010000000001,16.7,4,16.57475364943168,109.7676168471637,48,936.4010000000001,66.7,26,66.57475364943168
2665,868.74,17.8,5,16.57475364943168,111.293936885205,48,918.74,67.8,29,66.57475364943168
2666,847.134,18.1,3,16.57475364943168,111.8115848856916,53,897.134,68.1,32,66.57475364943168
2667,891.535,18.3,4,17.00692976427724,112.912668980196,55,941.535,68.3,35,67.00692976427725
2668,988.833,19.1,4,18.44751681376243,116.5275359128945,57,1038.833,69.1,40,68.44751681376243
2669,1034.756,19.7,5,20.17622127314465,125.4283776497567,63,1084.756,69.7,44,70.17622127314465
2670,1135.653,20.0,9,21.61680832262984,134.2514376852301,59,1185.653,70.0,47,71.61680832262984
2671,1153.394,19.0,11,47.14935632978715,135.5193247952992,65,1203.394,69.0,47,97.14935632978715
2672,1112.274,17.2,9,21.90492573252687,133.5826130086144,85,1162.274,67.2,51,71.90492573252688
2673,1190.99,16.7,10,21.61680832262984,128.4729936767119,112,1240.99,66.7,38,71.61680832262984
2674,1189.14,16.8,9,21.47274961768132,129.0798452984664,90,1239.14,66.8,37,71.47274961768132
2675,1194.748,15.6,10,59.33939551357173,127.6555900490126,71,1244.748,65.6,42,109.3393955135717
2676,1210.074,15.5,8,21.18463220778428,126.6447863836697,68,1260.074,65.5,26,71.18463220778428
2677,1225.053,15.4,9,21.3286909127328,126.9350616796558,33,1275.053,65.4,35,71.3286909127328
2678,1258.63,14.7,9,21.61680832262984,124.2480892786422,43,1308.63,64.7,33,71.61680832262984
2679,1401.818,14.1,7,21.04057350283576,119.3379879639338,60,1451.818,64.1,33,71.04057350283577
2680,1308.722,14.3,10,20.17622127314465,117.1957421468301,65,1358.722,64.3,45,70.17622127314465
2681,1173.509,13.9,8,20.03216256819613,114.5402851933591,102,1223.509,63.9,45,70.03216256819613
2682,1170.537,13.7,11,82.99918035639831,112.7481377357109,94,1220.537,63.7,49,132.9991803563983
2683,1204.361,14.9,10,20.32027997809317,113.7023678497482,95,1254.361,64.9,59,70.32027997809317
2684,1084.996,16.5,10,20.60839738799021,113.6603903430597,86,1134.996,66.5,57,70.60839738799021
2685,1124.286,17.7,10,20.60839738799021,114.3254045719063,84,1174.286,67.7,53,70.60839738799021
2686,1095.817,17.4,6,20.17622127314465,110.7407978377865,68,1145.817,67.4,60,70.17622127314465
2687,1064.348,17.4,4,20.17622127314465,110.1086637621895,67,1114.348,67.4,59,70.17622127314465
2688,1065.459,17.2,4,20.60839738799021,108.097149527191,63,1115.459,67.2,55,70.60839738799021
2689,1065.9,17.9,4,21.3286909127328,108.194402809981,66,1115.9,67.9,59,71.3286909127328
2690,1126.507,17.9,4,21.76086702757836,109.6124961038859,66,1176.507,67.9,59,71.76086702757836
2691,1130.618,18.2,3,22.19304314242391,110.2466987427898,68,1180.618,68.2,60,72.1930431424239
2692,1107.206,18.1,7,21.76086702757836,111.3280126057064,86,1157.206,68.1,68,71.76086702757836
2693,1090.099,18.9,11,20.75245609293872,120.4920111867812,145,1140.099,68.9,86,70.75245609293873
2694,1094.035,18.8,13,19.16781033850502,127.3860018358545,116,1144.035,68.8,82,69.16781033850502
2695,1099.979,16.9,11,43.25977129617715,130.0291501006885,60,1149.979,66.9,58,93.25977129617715
2696,1013.648,15.3,13,15.85446012468909,129.3322873423558,44,1063.648,65.3,48,65.8544601246891
2697,993.2579999999998,14.8,10,14.84604919004947,128.7642527544413,39,1043.258,64.8,43,64.84604919004947
2698,973.3819999999998,14.1,13,14.26981437025539,128.7992166934589,38,1023.382,64.1,37,64.26981437025539
2699,943.288,13.7,9,51.41616674140321,127.7378535570244,42,993.288,63.7,39,101.4161667414032
2700,924.7180000000001,12.9,12,12.8292273207702,127.460435562336,38,974.7180000000001,62.9,36,62.8292273207702
2701,978.859,13.6,10,12.39705120592465,122.8141555643427,52,1028.859,63.6,41,62.39705120592465
2702,932.0590000000001,13.2,10,11.67675768118205,118.9109475547063,61,982.0590000000001,63.2,44,61.67675768118205
2703,955.8079999999999,12.8,5,10.95646415643946,114.5585224264769,74,1005.808,62.8,51,60.95646415643947
2704,919.9620000000001,12.7,9,10.81240545149094,113.2745710291865,86,969.9620000000001,62.7,57,60.81240545149095
2705,880.6990000000001,13.4,9,11.53269897623354,110.5741678266989,82,930.6990000000001,63.4,58,61.53269897623353
2706,946.2510000000001,13.9,8,76.6605973386635,110.204055555467,82,996.2510000000001,63.9,70,126.6605973386635
2707,1021.542,15.4,7,15.56634271479206,113.5942235002021,101,1071.542,65.4,74,65.56634271479206
2708,1010.504,15.8,9,16.57475364943168,112.6198576947006,84,1060.504,65.8,67,66.57475364943168
2709,1023.252,16.4,11,17.87128199396835,110.6247080884946,73,1073.252,66.4,60,67.87128199396835
2710,1037.675,16.2,9,18.87969292860798,109.6642551290644,67,1087.675,66.2,61,68.87969292860798
2711,1063.197,16.3,4,19.45592774840206,108.8822728390907,62,1113.197,66.3,54,69.45592774840206
2712,1073.98,16.5,4,20.32027997809317,104.3264223537259,58,1123.98,66.5,53,70.32027997809317
2713,1096.854,15.6,5,20.60839738799021,104.9996542952312,57,1146.854,65.6,53,70.60839738799021
2714,1111.494,15.8,3,21.18463220778428,107.1100266953331,52,1161.494,65.8,52,71.18463220778428
2715,1124.742,16.6,4,21.90492573252687,106.9453491460843,54,1174.742,66.6,52,71.90492573252688
2716,1100.604,16.3,6,22.19304314242391,106.447065444893,65,1150.604,66.3,56,72.1930431424239
2717,1054.475,16.3,11,20.89651479788724,111.0252900483632,105,1104.475,66.3,73,70.89651479788725
2718,1033.529,16.8,11,19.45592774840206,113.1528808640168,106,1083.529,66.8,60,69.45592774840206
2719,1045.634,16.8,11,43.98006482091974,112.3626511413417,51,1095.634,66.8,53,93.98006482091975
